pos_element	neg_element	POS	pos_key	neg_key	pos_definition	neg_definition	reversed	affixal/non-affixal	negative affix	positive affix	direct/indirect	subtype
vocalic	consonantal	a	vocalic%3:00:02::	consonantal%3:00:02::	being or containing or characterized by vowels	being or marked by or containing or functioning as a consonant	no	non-affixal				
generative	consumptive	a	generative%3:00:00::	consumptive%3:00:00::	having the ability to produce or originate	tending to consume or use often wastefully	no	non-affixal				
estimable	contemptible	a	estimable%3:00:00::	contemptible%3:00:00::	deserving of respect or high regard	deserving of contempt or scorn	no	non-affixal				
stop_consonant	continuant_consonant	n	stop_consonant%1:10:00::	continuant_consonant%1:10:00::	a consonant produced by stopping the flow of air at some point and suddenly releasing it	consonant articulated by constricting (but not closing) the vocal tract	no	non-affixal				
contract_in	contract_out	v	contract_in%2:32:00::	contract_out%2:32:00::	consent in writing to pay money to a trade union for political use	refuse to pay a levy to a union for political use	no	non-affixal				
nuclear	conventional	a	nuclear%3:00:00::	conventional%3:00:02::	(weapons) deriving destructive energy from the release of atomic energy	(weapons) using energy for propulsion or destruction that is not nuclear energy	no	non-affixal				
concave	convex	a	concave%3:00:00::	convex%3:00:00::	curving inward	curving or bulging outward	no	non-affixal				
acquit	convict	v	acquit%2:32:00::	convict%2:32:00::	pronounce not guilty of criminal charges	find or declare guilty	no	non-affixal				
warm	cool	a	warm%3:00:03::	cool%3:00:03::	(color) inducing the impression of warmth; used especially of reds and oranges and yellows	(color) inducing the impression of coolness; used especially of greens and blues and violets	no	non-affixal				
competition	cooperation	n	competition%1:04:00::	cooperation%1:04:01::	the act of competing as for profit or a prize	joint operation or action	no	non-affixal				
wave_theory_of_light	corpuscular_theory_of_light	n	wave_theory_of_light%1:09:00::	corpuscular_theory_of_light%1:09:00::	(physics) the theory that light is transmitted as waves	(physics) the theory that light is transmitted as a stream of particles	no	non-affixal				
overt	covert	a	overt%3:00:00::	covert%3:00:00::	open and observable; not secret or hidden	secret or hidden; not openly practiced or engaged in or shown or avowed	no	non-affixal				
brave	cowardly	a	brave%3:00:00::	cowardly%3:00:00::	possessing or displaying courage; able to face and deal with danger or fear without flinching	lacking courage; ignobly timid and faint-hearted	no	non-affixal				
straight	crooked	a	straight%3:00:04::	crooked%3:00:02::	characterized by honesty and fairness	not straight; dishonest or immoral or evasive	no	non-affixal				
purebred	crossbred	a	purebred%3:00:00::	crossbred%3:00:00::	bred for many generations from member of a recognized breed or strain	bred from parents of different varieties or species	no	non-affixal				
lengthwise	crosswise	a	lengthwise%3:00:00::	crosswise%3:00:00::	running or extending in the direction of the length of a thing	lying or extending across the length of a thing or in a cross direction	no	non-affixal				
laugh	cry	v	laugh%2:29:00::	cry%2:29:00::	produce laughter	shed tears because of sadness, rage, or pain	no	non-affixal				
homogenize	curdle	v	homogenize%2:30:02::	curdle%2:30:00::	break up the fat globules of	turn into curds	no	non-affixal				
safety	danger	n	safety%1:26:00::	danger%1:26:00::	the state of being certain that adverse effects will not be caused by some agent under defined conditions	the condition of being susceptible to harm or injury	no	non-affixal				
safeness	dangerousness	n	safeness%1:07:00::	dangerousness%1:07:00::	the quality of being safe	the quality of not being safe	no	non-affixal				
lighten	darken	v	lighten%2:30:02::	darken%2:30:00::	become lighter	become dark or darker	no	non-affixal				
lightness	darkness	n	lightness%1:07:03::	darkness%1:07:03::	having a light color	having a dark or somber color	no	non-affixal				
de_facto	de_jure	a	de_facto%3:00:00::	de_jure%3:00:00::	existing in fact whether with lawful authority or not	by right; according to law	no	non-affixal				
credit	debit	v	credit%2:40:00::	debit%2:40:00::	accounting: enter as credit	enter as debit	no	non-affixal				
evergreen_plant	deciduous_plant	n	evergreen_plant%1:20:00::	deciduous_plant%1:20:00::	a plant having foliage that persists and remains green throughout the year	a plant having foliage that is shed annually at the end of the growing season	no	non-affixal				
prosecute	defend	v	prosecute%2:41:00::	defend%2:41:00::	bring a criminal action against (in a trial)	be the defense counsel for someone in a trial	no	non-affixal				
attack	defend	v	attack%2:33:00::	defend%2:33:00::	launch an attack or assault on; begin hostilities or start warfare with	be on the defensive; act against an attack	no	non-affixal				
offensive	defensive	a	offensive%3:00:03::	defensive%3:00:00::	for the purpose of attack rather than defense	intended or appropriate for defending against or deterring aggression or attack	no	non-affixal				
lend_oneself	defy	v	lend_oneself%2:42:00::	defy%2:42:01::	be applicable to; as to an analysis	elude, especially in a baffling way	no	non-affixal				
cheerful	depressing	a	cheerful%3:00:00::	depressing%3:00:00::	being full of or promoting cheer; having or showing good spirits	causing sad feelings of gloom and inadequacy	no	non-affixal				
inflectional	derivational	a	inflectional%3:00:00::	derivational%3:00:00::	characterized by inflections indicating grammatical distinctions	characterized by inflections indicating a semantic relation between a word and its base	no	non-affixal				
ancestor	descendant	n	ancestor%1:18:00::	descendant%1:18:00::	someone from whom you are descended (but usually more remote than a grandparent)	a person considered as descended from some ancestor or race	no	non-affixal				
synchronic	diachronic	a	synchronic%3:00:00::	diachronic%3:00:00::	concerned with phenomena (especially language) at a particular period without considering historical antecedents	used of the study of a phenomenon (especially language) as it changes through time	no	non-affixal				
catadromous	diadromous	a	catadromous%3:00:00::	diadromous%3:00:00::	migrating from fresh water to the sea to spawn	(used of fish) migratory between fresh and salt waters	no	non-affixal				
anapsid	diapsid	n	anapsid%1:05:00::	diapsid%1:05:00::	primitive reptile having no opening in the temporal region of the skull; all extinct except turtles	reptile having a pair of openings in the skull behind each eye	no	non-affixal				
monoclinous	diclinous	a	monoclinous%3:00:00::	diclinous%3:00:00::	having pistils and stamens in the same flower	having pistils and stamens in separate flowers	no	non-affixal				
equal	differ	v	equal%2:42:00::	differ%2:42:00::	be identical or equivalent to	be different	no	non-affixal				
ease	difficulty	n	ease%1:07:00::	difficulty%1:07:00::	freedom from difficulty or hardship or effort	the quality of being difficult	no	non-affixal				
monoecious	dioecious	a	monoecious%3:00:00::	dioecious%3:00:00::	having male and female reproductive organs in the same plant or animal	having male and female reproductive organs in separate plants or animals	no	non-affixal				
cleanness	dirtiness	n	cleanness%1:26:00::	dirtiness%1:26:00::	the state of being clean; without dirt or other impurities	the state of being unsanitary	no	non-affixal				
clean	dirty	v	clean%2:35:00::	dirty%2:35:00::	make clean by removing dirt, filth, or unwanted substances from	make soiled, filthy, or dirty	no	non-affixal				
concentrated	distributed	a	concentrated%3:00:00::	distributed%3:00:00::	gathered together or made less diffuse	spread out or scattered about or divided up	no	non-affixal				
collective	distributive	a	collective%3:00:00::	distributive%3:00:00::	forming a whole or aggregate	serving to distribute or allot or disperse	no	non-affixal				
united	divided	a	united%3:00:00::	divided%3:00:00::	characterized by unity; being or joined into a single entity	separated into parts or pieces	no	non-affixal				
stubborn	docile	a	stubborn%3:00:00::	docile%3:00:00::	tenaciously unwilling or marked by tenacious unwillingness to yield	willing to be taught or led or supervised or directed	no	non-affixal				
apophatism	doctrine_of_analogy	n	apophatism%1:09:00::	doctrine_of_analogy%1:09:00::	the religious belief that God cannot be known but is completely `other' and must be described in negative terms (in terms of what God is not)	the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate	no	non-affixal				
cataphatism	doctrine_of_analogy	n	cataphatism%1:09:00::	doctrine_of_analogy%1:09:00::	the religious belief that God has given enough clues to be known to humans positively and affirmatively (e.g., God created Adam `in his own image')	the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate	no	non-affixal				
brachycephalic	dolichocephalic	a	brachycephalic%3:00:00::	dolichocephalic%3:00:00::	having a short broad head with a cephalic index of over 80	having a relatively long head with a cephalic index of under 75	no	non-affixal				
foreign	domestic	a	foreign%3:00:02::	domestic%3:00:00::	of concern to or concerning the affairs of other nations (other than your own)	of concern to or concerning the internal affairs of a nation	no	non-affixal				
active	dormant	a	active%3:00:04::	dormant%3:00:00::	(of e.g. volcanos) erupting or liable to erupt	(of e.g. volcanos) not erupting and not extinct	no	non-affixal				
upriver	downriver	r	upriver%4:02:00::	downriver%4:02:00::	toward the source or against the current	away from the source or with the current	no	non-affixal				
upstage	downstage	a	upstage%3:00:00::	downstage%3:00:00::	of the back half of a stage	of the front half of a stage	no	non-affixal				
upstream	downstream	a	upstream%3:00:00::	downstream%3:00:00::	in the direction against a stream's current	in the direction of a stream's current	no	non-affixal				
lyric	dramatic	a	lyric%3:00:00::	dramatic%3:00:02::	used of a singer or singing voice that is light in volume and modest in range	used of a singer or singing voice that is marked by power and expressiveness and a histrionic or theatrical style	no	non-affixal				
enter	drop_out	v	enter%2:33:00::	drop_out%2:33:00::	become a participant; be involved in	give up in the face of defeat of lacking hope; admit defeat	no	non-affixal				
sweet	dry	a	sweet%3:00:01::	dry%3:00:03::	(used of wines) having a high residual sugar content	(of liquor) having a low residual sugar content because of decomposition of sugar during fermentation	no	non-affixal				
wetness	dryness	n	wetness%1:26:00::	dryness%1:26:00::	the condition of containing or being covered by a liquid (especially water)	the condition of not containing or being covered by a liquid (especially water)	no	non-affixal				
bright	dull	a	bright%3:00:00::	dull%3:00:02::	emitting or reflecting light readily or in large amounts	emitting or reflecting very little light	no	non-affixal				
lively	dull	a	lively%3:00:00::	dull%3:00:03::	full of life and energy	lacking in liveliness or animation	no	non-affixal				
brightness	dullness	n	brightness%1:07:00::	dullness%1:07:03::	the location of a visual perception along a continuum from black to white	a lack of visual brightness	no	non-affixal				
sharpness	dullness	n	sharpness%1:07:01::	dullness%1:07:01::	thinness of edge or fineness of point	without sharpness or clearness of edge or point	no	non-affixal				
nascent	dying	a	nascent%3:00:00::	dying%3:00:00::	being born or beginning	in or associated with the process of passing from life or ceasing to be	no	non-affixal				
snail_mail	e-mail	n	snail_mail%1:10:00::	e-mail%1:10:00::	any mail that is physically delivered by the postal service	(computer science) a system of world-wide electronic communication in which a computer user can compose a message at one terminal that can be regenerated at the recipient's terminal when the recipient logs in	no	non-affixal				
heavenly	earthly	a	heavenly%3:00:00::	earthly%3:00:00::	of or belonging to heaven or god	of or belonging to or characteristic of this earth as distinguished from heaven	no	non-affixal				
